words_en,ratings
You betray me.,bad
You betrayed me.,bad
You better do this,bad
You better stop hanging around,very violent
you big unbalance,very violent
You bore me with your insipid conversation.,very violent
You bought 100 packages,good
You bought 20Kg of pasta,good
You brain damaged idiot...,very violent
You break my balls,very violent
You break my balls,very violent
You broke all the rules,bad
you broke everything,bad
You brush your teeth twice a day.,good
You bully me,bad
"You called this person you don't know ""buddy",good
You calm down!,violent
You came home at midnight I didn't know where you were and I was worried.,good
you can always run,violent
you can always try,violent
You can always try to look smart,very violent
You can be a pain in the ass like you are,violent
You can be so absent-minded...,bad
You can be such a pain in the ass...,violent
you can die,very violent
You can die!,very violent
You can look like a fool...,violent
You can never be trusted,violent
You can see that you are unable to control yourself,violent
you can stay by yourself,violent
You cannot understand abstract ideas,bad
You can't anticipate,violent
You can't be trusted,violent
You can't come up to my level,violent
"You can't compare yourself to me, I'm on a completely different level than you",very violent
You can't cook,bad
You can't do anything,very violent
You can't do anything on your own,violent
you can't do it,bad
you can't do it,bad
You can't do this,violent
You can't even do that,bad
You can't even do that,violent
You can't even understand me,violent
You can't even vacuum,violent
You can't explain things properly,bad
You can't fight me,violent
You can't handle the situation,violent
You can't handle this kind of situation.,violent
You can't help but be suspicious of everyone?,violent
You can't improvise,bad
You can't keep a straight face,bad
You can't keep getting angry over nothing like that,violent
You can't learn that from books,bad
you can't make it,bad
you can't make me feel guilty,violent
You can't plan properly,violent
You can't possibly be that stupid...,very violent
You can't stand being loved.,violent
You can't stay calm,violent
You can't think for yourself,very violent
You can't think for yourself.,very violent
You can't understand,bad
you can't understand,bad
You can't understand how important it is to me,bad
You can't understand me.,bad
You can't win against me,violent
You can't work,violent
You care too much about others,bad
You change moods all the time,violent
You change your mind all the time,bad
You change your mind like your shirt,bad
You change your mood too often,bad
You cheated in the last poker game,good
You cheated me.,bad
You clearly are a dependant person.,violent
You clearly have a problem,violent
You comical picture of misery.,very violent
You consider me undesirable,violent
You contradicted our friend yesterday,good
You could at least pretend to care!,violent
You could get off your ass I'm not the housekeeper,violent
You could make an effort,violent
You cry over nothing,violent
You cry too much,violent
You defective piece of trash...,very violent
You deserve a bad grade,violent
You deserve a punch in the face,very violent
You deserve that I break your neck,very violent
You deserve to be in jail,violent
You deserve to be punished,very violent
You deserve to be punished for what you did,very violent
You deserve to be put away,very violent
you deserve to be shat on,very violent
You deserve to be slapped,very violent
You deserve to be slapped,very violent
You deserve to be slapped,very violent
You deserve to be slapped...,very violent
you deserved it,very violent
You despise me,violent
You destroy everyone's life,very violent
You did not only achieve your goals within the given deadline but also set a great example of accurate goal-setting and efficient output.,good
you did this to piss me off,violent
You didn't contradict our friend when he was wrong,good
You didn't even mention me,bad
You didn't even realize,bad
You didn't give me enough love.,violent
You didn't help me to tidy the house,good
You didn't learn anything from the last time,bad
You didn't learn from it,bad
You dirty pawn of American imperialism!,very violent
You dirty vermin...,very violent
You disappointed me by not coming last night.,bad
You disgust everyone with your snot hanging from your nose.,violent
You disgust me,violent
you disgust me,very violent
You dislike me too much to listen to me for even a second...,bad
You disrespect everyone,bad
You do a bad job,violent
You do everything wrong.,violent
You do everything you can not to attract attention,violent
You do everything you can to make me mad,violent
you do it on purpose,violent
"You do things the way you're told to do them, period.",bad
You do this because you know it will make me angry and because you like to provoke me...,violent
you do too much,bad
You do what I say,bad
you do what I tell you to do,very violent
You do what you want without consulting others,bad
You don’t love me.,bad
you don't accept me,bad
You don't appear to have excellent ideas,very violent
You don't appreciate me,bad
You don't appreciate me for what I am.,bad
you don't care,bad
You don't care about anyone around you.,violent
You don't care about anything,violent
you don't care about anything,very violent
You don't care about me,violent
you don't care about me anymore,violent
"You don't care about me, admit it.",violent
You don't care about my feelings,bad
You don't care about my friends,bad
you don't care about my gifts,violent
You don't care about others,violent
You don't care about the truth,violent
You don't care enough,bad
"You don't care if the living room is ugly and old, you have no taste anyway.",violent
You don't deserve any attention,very violent
You don't deserve anything,very violent
You don't deserve everything I do for you,very violent
You don't deserve me,very violent
You don't deserve my interest,very violent
You don't deserve to be cared about.,very violent
You don't do anything,violent
you don't even comfort me,bad
You don't even know how to turn on a washing machine.,bad
You don't even know what you want,bad
you don't even realize it anymore,violent
You don't even see me,violent
You don't even try to understand me,violent
You don't even understand the basics,violent
You don't explain well,bad
You don't feel confortable with me,bad
You don't feel other people emotions,bad
You don't get chores done right away,bad
You don't get it,very violent
You don't get it...,violent
You don't give a damn,violent
you don't give a fuck anymore,violent
you don't give a shit about me,violent
You don't give me any freedom,violent
You don't have a hair in your hand by any chance?,violent
you don't have confidence in yourself,bad
You don't have such a good imagination,bad
You don't have the capacity to understand,very violent
you don't have the intelligence,very violent
You don't have the reasoning ability to generate relevant ideas.,very violent
"You don't have the right mind to talk to me, go calm down somewhere else.",violent
You don't have the right mindset to grow in this company.,very violent
you don't have the right priorities,bad
you don't have the skills,violent
You don't have the skills that I have.,very violent
You don't have the skills to judge it,violent
you don't have time to deal with it,bad
you don't have time to waste on it,bad
You don't have to worry about the things you can't do anything about.,bad
you don't have to yell,bad
You don't hear me when I talk to you.,bad
You don't know anything,bad
You don't know anything about me,violent
You don't know how to control your anger.,bad
You don't know how to control yourself.,violent
You don't know how to deal with me,violent
You don't know how to deal with people,bad
You don't know how to deal with stressful situations other than by getting angry,violent
You don't know how to deal with your emotions.,bad
You don't know how to do,bad
You don't know how to do it,bad
You don't know how to do it properly because you don't have the necessary experience.,bad
You don't know how to do the right thing,violent
You don't know how to follow a schedule,bad
You don't know how to handle it,bad
You don't know how to handle stressful situations,bad
You don't know how to handle this kind of situation,bad
You don't know how to learn properly,bad
You don't know how to leave people alone,bad
You don't know how to leave possibilities open,bad
You don't know how to make feel people at ease,bad
you don't know how to make yourself respected,bad
You don't know how to manage things,bad
You don't know how to manage your anger,bad
You don't know how to manage your priorities,bad
You don't know how to organize your time,bad
You don't know how to plan,bad
You don't know how to present yourself properly,bad
You don't know how to put your stuff away,bad
You don't know how to put your things away,bad
You don't know how to question yourself.,bad
You don't know how to stay in the frame,bad
You don't know how to stick to the plan,bad
You don't know how to stop,bad
You don't know how to sympathise with other people feelings,violent
You don't know how to take care of household chores,bad
You don't know how to talk to people,bad
You don't know how to tell people the right things,violent
you don't know the difference,bad
You don't know what I've been through.,violent
You don't know what life is,bad
You don't know what this kind of thing can do.,bad
You don't know what to do with all your ideas,bad
You don't know what you are saying,bad
You don't know what you want,bad
You don't like humans,violent
you don't like my friends,bad
"You don't like my friends, you don't give a shit about my social life.",violent
You don't listen to me,bad
You don't listen to me anymore,violent
You don't look at me like you used to,bad
You don't look like anything anymore,very violent
You don't look like anything anymore,very violent
You don't look like anything anymore,very violent
you don't love me,bad
You don't love me enough.,violent
You don't pay any attention to me,bad
You don't pay attention to details,bad
"You don't pay attention to me anymore, I don't exist.",bad
You don't play fair with me,bad
You don't realize,bad
You don't realize anything.,violent
You don't realize the image you are sending out,violent
You don't realize things,bad
You don't realize your value,acceptable positive
You don't respect the opinion of others,bad
you don't say hello,bad
You don't share,bad
You don't show any support for me.,violent
You don't take enough time for others,bad
You don't take me into account,bad
you don't take my feelings into account,bad
You don't talk enough,bad
You don't tell me what to do,bad
you don't try,bad
you don't try to understand me,violent
You don't turn me on anymore,bad
You don't understand a word I'm saying.,bad
You don't understand anything,bad
You don't understand anything about art,bad
You don't understand math.,bad
you don't understand me,bad
You don't understand me,bad
You don't understand me.,bad
You don't understand my problems,bad
You don't understand the value it has to me,bad
You don't understand what I mean,bad
You don't understand what I'm trying to tell you,bad
You don't value me,violent
You don't value what I say,bad
you don't want me anymore,bad
you don't want me anymore,bad
you don't want to be here anymore,bad
You don't want to make an effort,bad
You draw like a pig.,violent
You draw too much attention to yourself,violent
You drink because you are an alcoholic.,violent
You even look like a toad.,very violent
you exaggerate,bad
You exploit me,violent
you faggot,very violent
you fat fuck,very violent
"You feel a sense of gratitude when you hear these words, right?",good
You feel blue too often,bad
"You feel fear, right?",good
You feel little concern for others,bad
You force me to do it,bad
You forced me to do it!,bad
You forgot our appointment,good
You forgot this again,bad
You forgot your purse in class yesterday for the third time.,good
You forsake me,bad
"You found yourself wanting to hit him, right?",good
You fucking bastards!,very violent
You fucking Bible beater...,very violent
You fucking fat fuck...,very violent
you gave me the worst day of my life,violent
You gave youself a brain slam there...,violent
"You get angry for no reason, just because you didn't like me contradicting you",violent
You get down too easily.,bad
You get irritated too easily,bad
you get lost in spinning thoughts,bad
You get mad all the time,bad
You get offended by nothing,bad
You get offended by nothing too,bad
You get out or I'll kick your ass.,violent
You get really angry over nothing,bad
You get stressed out too easily,bad
You get too carried away,bad
You get too carried away by your emotions,bad
You get too excited about nothing,bad
You get upset about nothing,bad
You get upset for no reason,bad
You get upset over nothing,bad
You get upset over nothing,bad
You get upset too easily,bad
You give me dark looks,bad
You give too much importance to feelings,bad
You give too much importance to money,bad
You go crying to your mama...,very violent
You go off the deep end,bad
you go to your room,bad
You got fat,bad
You got it totally wrong.,bad
You got no imagination,bad
You got nothing better to do than hang around?,bad
You gotta do everything you can to win,bad
You gotta get tougher,bad
You gotta learn to be less sensitive,bad
You gotta learn to focus on the things that are important to me,very violent
You gotta stop crying all the time,violent
You had no reason to get angry,bad
You hateful old man!,very violent
You have a bad personality,very violent
You have a catastrophic sense of humor,bad
You have a dark heart.,very violent
You have a fragile nature,violent
you have a huge ego,bad
you have a lousy job,very violent
You have a personality type that is problematic in this situation.,very violent
You have a personality type that makes you not invested.,violent
You have a problem,violent
You have a problem with shyness,bad
You have a really hard head.,bad
You have a really high opinion of yourself,violent
You have a sensitivity that is too exacerbated.,bad
You have a serious problem,violent
You have abandoned me,bad
You have been sleeping for 12 hours.,good
you have changed,violent
"You have damaged the car again, you never pay attention!",violent
You have earned your punishment,very violent
You have left me behind,violent
You have made a fool of me,violent
You have made a shopping list,good
You have made a to-do list,good
You have melon juice for brains...,very violent
You have mood swings too often,violent
You have no attention span,bad
You have no awareness of any of this,violent
You have no capacity for abstraction,bad
You have no capacity for empathy.,violent
you have no choice,violent
You have no concept of it all,bad
You have no concept of psychology,bad
"You have no confidence in yourself, how do you want to get anywhere in life?",violent
You have no consideration for me,bad
You have no consideration for others,bad
You have no consistency,very violent
You have no consistency,very violent
You have no control over your emotions,violent
You have no creativity,very violent
You have no discipline.,violent
You have no emotional intelligence,very violent
You have no empathy,violent
You have no empathy for me,violent
You have no feelings,violent
You have no flexibility,violent
you have no friends,very violent
You have no idea what it means,violent
You have no idea what it means to clean,violent
You have no idea what it means to me,violent
You have no idea what I've been through,violent
You have no idea what you are talking about,violent
You have no idea what you just said.,violent
You have no idea what you've done,violent
You have no imagination,violent
You have no interest in us,violent
You have no interest into abstract ideas,bad
You have no intuition,bad
You have no listening skills,violent
You have no merit,violent
You have no open mind,bad
You have no patience,bad
You have no pedagogy,bad
You have no personality,violent
You have no personality,very violent
You have no practical sense,bad
You have no reason to get upset,bad
You have no resillience,violent
You have no respect,violent
you have no respect for me,violent
You have no respect for people,violent
You have no right to say that.,bad
You have no right to talk the way you did.,bad
You have no self-control,violent
You have no self-esteem,bad
you have no sense of humor,bad
You have no sense of humor,bad
You have no sense of organization,bad
You have no sense of proportion,bad
You have no sense of proportion,bad
You have no sense of timing,bad
You have no sensitivity,bad
You have no tact,bad
You have no vision of the big picture,violent
You have no will,violent
You have not right to say that!,violent
You have not understood anything,bad
You have nothing to tell me,bad
You have prostate cancer,good
You have the intellectual level of an insect,very violent
You have three seconds to get your stuff and get out of here...,very violent
You have to accept my vision of things,very violent
You have to accept what I offer,very violent
You have to agree with me,very violent
You have to anticipate my needs,very violent
You have to attend school until you’re 16.,bad
You have to be a responsible child.,bad
You have to be aggressive to be a success.,violent
You have to be honest with me.,bad
You have to be more flexible than that,bad
you have to be much more reliable than you are,very violent
You have to behave normally,bad
You have to behave well in society,bad
You have to calm down seriously,violent
You have to do exactly what I tell you to do,violent
you have to do it,bad
you have to do this,bad
You have to do what I say,violent
You have to follow the rules,bad
You have to go along with the way the house is organized,bad
you have to guess what I need,violent
You have to know that you are not up to it.,very violent
You have to learn to behave normally,bad
You have to learn to read between the lines,bad
You have to listen to me,bad
You have to listen to what I say.,bad
You have to make an appointment 3 weeks in advance,good
You have to make an effort or we'll go straight into the wall,bad
You have to make him understand that he is completely delusional,bad
You have to make up for your lack of skills,very violent
You have to pay for it,very violent
You have to play by the rules,bad
You have to play by the rules,bad
You have to respect the standards,bad
You have to stick to the plan,bad
You have to stop acting like a child,violent
You have to stop being paranoid,violent
You have to stop making everything about you,violent
You have to stop smoking.,bad
You have to stop this immediately,violent
You have to stop this type of behavior,bad
You have to stop with this type of behavior,bad
You have to submit to the rules,violent
You have to think about that,bad
You have to tidy up your room because it has to be done. ,bad
You have to understand that there are things you can't understand.,bad
You have to understand that this place is not for people who want to take it easy like you.,very violent
You have to understand what we are talking about,violent
You have to work ten hours a day if you want me to take you seriously.,very violent
You have too dominant a personality,violent
You have too many ideas,bad
You have too much imagination.,bad
You have too much resentment in you.,bad
You have your moods,bad
You have your stuff on the floor,good
You haven't spoken to me in a week,good
"You haven't talked to me all week, I feel down because I need love.",good
you humiliated me,violent
you hurt me,violent
you hurt me,violent
You hurt my feelings,bad
you hysterical,very violent
you ignore me,bad
You ignore me all the time.,bad
You inconsiderate S.O.B.!,very violent
You insult people,violent
You just can’t stand to hear the truth.,violent
"You just can't do anything on time, can you?",violent
you just have to be alone,very violent
you just have to go away,very violent
You just judge me,bad
You just make me want to kill myself,very violent
You just proved how dumb you are,very violent
You just proved that you can't be trusted,violent
You just proved to me that you are incompetent.,very violent
You just proved you're not good enough,very violent
you keep complaining,violent
You keep your mouth shut,very violent
"You know everything, you've seen everything, heard everything",violent
You know how I feel about people like you?,very violent
You know nothing about me,violent
You know what flexibility is?,violent
You know what I think,bad
You know what would be my most daring fantasy ?,good
"You know, when you first started to talk, I felt a lot of anger, a lot of frustration, sadness and discouragement, because I’ve had very different experiences with Jews than you’ve had, and I was wanting you to have much more the kind of experiences I’ve had.",good
You lack confidence in yourself,bad
You lack confidence.,bad
You lack curiosity,bad
You lack imagination,bad
You lack maturity,bad
You leave your stuff everywhere,bad
"You left after one minute, I feel frustrated.",good
You let your feelings completely overwhelm you.,bad
You let your feelings influence you too much,bad
You let yourself be troubled by insignificant details.,bad
You let yourself go too much to resentment...,bad
You lethargic slug...,very violent
You like order too much,bad
You like to feel maladjusted,bad
You listen to me and you shut up,very violent
You little dick.,very violent
"You little rascal, you're going to pull down your pants and I'm going to give you a well-deserved spanking.",good
You little shit,very violent
You look awful.,very violent
You look completely down,bad
You look like a complete fool,very violent
You look like a crazy person,very violent
You look like a fucking bitch,very violent
you look like a loser,bad
You look like a moron,very violent
You look like a poor wretch...,bad
You look like a potato,violent
You look like a witch spitting venom,very violent
You look like you're completely wiped out when it's good news.,bad
You look ridiculous,very violent
"You look too uncomfortable, stand up and smile.",bad
You looked like you were ready to slap me,bad
You lose your things all the time,bad
You loser,very violent
You losers,very violent
You lost the keys again!,bad
You lucky bastard!,very violent
You made 10 copies of the key,good
You made a picture.,good
You made me do it.,violent
You make everyone confused.,violent
You make everyone uncomfortable.,violent
You make me cry,bad
You make me desperate.,violent
You make me drunk,violent
you make me feel guilty,bad
"You make me feel like the sick, boring, non-existent person",violent
You make me like this,bad
You make me sad.,bad
You make me want to die,very violent
You make me want to die,very violent
You make no effort to fit in,bad
You make people uncomfortable,violent
You make simple things complicated,bad
You make us sad,bad
You manipulate me,violent
"You may hate me, but that's the way it is",very violent
You mean you are angry with this person?,good
You mean you don't actually care...,bad
"You mean you have a lot of anger towards this person, right?",good
You mean you realized at that moment how difficult it could be?,good
You mean you really like this person?,good
You messed up again,bad
You messed up all the work,violent
You mix everything up.,bad
you must accept my apologies,violent
you must act now,bad
you must admit it,violent
you must agree with me,violent
you must air your grievances,bad
you must be a macho,very violent
you must be a misandrist,bad
you must be a termagant,very violent
you must be an horrible person,very violent
you must be appropriately attired,bad
you must be careful not to brim over,bad
you must choose between him and me,bad
you must cultivate close relationships,bad
you must decide between the lesser of two evils,bad
you must do it in such a way,bad
You must do what I tell you to do,violent
you must do your duty,bad
You must give me something better than that,bad
you must go to sleep,bad
you must grab the bull by the horns,bad
you must have an opinion,bad
you must have been just a bad dream,very violent
you must have better skills,violent
You must have misunderstood,bad
you must justify yourself,violent
You must learn to fight to survive,violent
you must learn to rightfully prioritize,bad
you must leave him,bad
you must make changes,bad
you must manage your money better,bad
you must not allow him to do it,bad
you must not allow it to make you impulsive,bad
you must not look for help from me,bad
you must not refuse,bad
you must pity me,bad
you must put off your airs,very violent
you must put the common good ahead,bad
You must realize that you are no longer a child.,bad
You must remain faithful to me.,violent
you must remember it,bad
you must remember that I'm not a nice person,very violent
you must remember that it's all for a good cause,bad
you must remember that you are not playing at the same level,bad
you must repudiate him,bad
you must retie binds,bad
you must stand back,bad
you must stop,bad
you must study harder,bad
you must take action,bad
you must take advantage of this opportunity,bad
you must take great care of not annoying me,very violent
you must take the habit,bad
you must think again,bad
you must withdraw,bad
you must witness it,bad
you need a beating,very violent
You need a lesson in manners!,very violent
you need help,bad
You need human contact to feel good,bad
you need me more than I need you,very violent
you need me to be there all the time,bad
you need someone to watch over you,bad
You need someone to watch your back,bad
You need to be dominated,bad
You need to become more aggressive.,bad
You need to calm down right now,bad
You need to drive in a better way.,bad
You need to feel more confidence in yourself.,bad
You need to get it together,bad
You need to go to the gym more,bad
You need to have things taken care of for you,bad
You need to learn to let go,very violent
You need to lose weight,bad
You need to repent,bad
You need to see a psychiatrist,bad
You need to seriously question yourself,violent
You need to shut up,violent
You need to take your mind off of work all the time,bad
You need to think before you speak.,bad
you need to vent your frustration so you'll touch yourself,very violent
you neglect me,bad
You neglect me,bad
You neglected to tell this to us.,bad
You never admit your mistakes,bad
you never agree with me,bad
You never answer when I write to you,bad
you never care about me,bad
You never cared about me,bad
you never do anything,bad
You never do anything properly,violent
You never do anything right.,violent
You never do what you have to do,bad
You never do your homework,bad
You never empty the machine,bad
You never feel like going out,bad
You never follow good practice,bad
You never give me a break,bad
you never knew how to love me,bad
You never learn anything,bad
You never let anyone get a word in edgewise,bad
You never let me do what I want,bad
You never let me get a word in edgewise,bad
You never listen,bad
You never listen to me,bad
You never listen to my advice,bad
You never listen to what others tell you,bad
You never look for a compromise,bad
you never move,bad
You never notice the efforts I make.,bad
You never offer me anything,bad
You never pay attention,bad
You never pay attention to what's in the fridge,bad
You never phone me. ,bad
You never plan anything,bad
You never put away your toys anyway,bad
You never put yourself in my shoes,bad
You never start conversations,bad
You never surprise me,bad
"You never take care of the garden, it's a real jungle.",bad
You never take me out anymore,bad
you never take notes,bad
You never take responsibility for anything,violent
You never take the initiative,violent
You never talk,bad
you never talk to me anymore,bad
you never tell me anything,bad
you never think about me,bad
You never think to turn off the lights anyway,bad
You never trust me,bad
You never try to put yourself in my shoes,violent
You never understand anything,violent
You never understand anything anyway I wonder why I keep talking to you,violent
you never understand anything I explain to you,bad
You never understand what I explain to you.,violent
You never used to be like this,violent
you never want to do your part,bad
You never want to go out,bad
You never want to share!,bad
You never worry about anything,violent
you no longer pay any attention,bad
You obey me and keep quiet,very violent
You often make a mess of things,bad
You only care about power,violent
You only do what you want to do,bad
You only give shitty advice,very violent
you only have to get off your ass,violent
You only hear what you want to hear,bad
you only know how to do that,bad
You only know how to get angry,bad
You only know how to ruin my life,very violent
you only know how to shout at me,bad
You only know how to work in fits and starts,violent
You only listen to me when it suits you,violent
You only listen when it suits you,violent
You only look at your own interests,violent
You only see the glass as half empty.,bad
You only think about what suits you.,violent
You only think about yourself,violent
You only think of yourself.,violent
You only threaten me,bad
You opened the door.,good
you owe me,violent
You owe me a reward because I did everything and you were useless.,bad
you paint me as horrible,violent
You persecute me,violent
You persecute me all day long.,violent
you piece of shit,very violent
You pillock!,very violent
You piss me off,very violent
You piss me off,very violent
You piss me off so much,very violent
You piss me off that I never think to put bottles back in the fridge.,violent
You piss me off with your bullshit sentences...,very violent
You police are a bunch of racist pigs!,very violent
You prefer to improvise when you should plan,bad
you prefer to leave everything to me,violent
You prefer to plan when we should be improvising,bad
You pretend not to hear me when I talk to you,violent
You pretend to be offended,violent
You provoked me.,violent
You put everyone to sleep with your stories,bad
You put me in impossible situations,bad
You put pressure on yourself.,bad
You put the keys in the fridge,good
you put unbearable pressure on me,bad
You rarely do what I want. ,violent
You really believe in yourself too much,very violent
"You really can't stand anything, it's unbearable.",violent
You really do lose it too easily.,violent
You really have a hair in your hand,violent
You really have little to say,violent
You really have no sense of organization.,bad
You recognized the talent and skill of every team member in a deserving and thoughtful way.,good
You refused to try my idea,good
you reject me,violent
You remind me of a wounded little bird,violent
you revise the day before the exams.,good
You robot,violent
You ruin my life,violent
you ruined my life,violent
you run away from me,bad
You say you love me but you don't care about me,violent
You scare everyone with your permanently furrowed brow.,bad
You scare the hell out of me with your undead face.,violent
You screw with us,very violent
you screwed everything up,very violent
You screwed up again,violent
you see everything in black,bad
You see it's like this all the time I'd live with a wall it would be the same.,violent
"You see, when you put your mind to it, you get there in the end.",bad
You seem to be torn between two bad solutions.,bad
You seem to be upset by nothing.,violent
You seem to enjoy contradicting me,violent
You seldom do what I want. ,violent
You set me up.,violent
You shall not be so defiant with me.,violent
you shall not suffer from that,violent
You shirk your duties,violent
you should already express yourself clearly,violent
you should be ashamed of yourself,very violent
You should calm down,violent
You should do this or it will go wrong,violent
You should do your acting,violent
you should feel bad,very violent
You should go hide,very violent
you should have done it,bad
you should have talked about it before,bad
you should have thought about it,bad
you should have thought about it,violent
You should know better,bad
You should know that better than anyone.,bad
you should know what I need,bad
You should know what I need,bad
You should know what it is,bad
You should let me do it,bad
You should never think you can do better than me.,violent
You should not spend so much time at work.,bad
you should question yourself,violent
You should see a shrink,bad
You should spend more time on useful things for once.,violent
You should stop acting like this,bad
You should stop feeling sorry for yourself,bad
You should stop looking for the little beast,bad
You should stop watching this nonsense,bad
You should take a step back from this,good
You should turn your tongue seven times before you speak,bad
You should understand me better than that,bad
You should understand what the problem is,bad
You shouldn't have been insolent,very violent
You shut up,very violent
You smoke too much,bad
you social case,very violent
You sound like my mother,bad
You speed too much time reflecting on things,bad
You spend all your time getting offended by what I say,violent
You spend all your time on the phone,bad
You spend all your time pissing me off,violent
You spend too much time at work.,bad
You spend too much time doing things,bad
You spend your time cheating on me,violent
You spend your time contradicting me,violent
you spend your time laughing at me,violent
You spend your time lying,violent
You spend your time making me cry.,violent
You spend your time procrastinating,bad
You spend your time putting me down,violent
You spend your time rejecting me.,violent
You spend your time yelling at me.,violent
You spent 1000€ on clothes this month,good
You spent 3 hours on the phone,good
You spent five nights at work this week.,good
You spilled everything on the floor again.,bad
You still believe in Santa Claus,bad
you still did me a dirty trick,bad
you still don't get it,very violent
You still get angry for no reason,violent
You still get angry over nothing,violent
You still have a lot to learn before you reach my level.,very violent
You still worry about nothing.,bad
You stink,very violent
You stood on our tiptoes.,good
you stop right now,violent
you stress me out,bad
"You strut about, but you're nothing but a freeloader.",very violent
you suck,very violent
you suffocate me,violent
you take it out on me,violent
you take me for granted,violent
You take me hostage,violent
You take things too much to heart,bad
you talk to me like I'm shit,violent
You talk to too many different people,bad
You talk too much,bad
You talked to me for 2 hours about your passion,good
You tend to lose your temper too much,bad
You tend to use too many difficult words,bad
You think everything is easy,violent
You think he should be around more than he is? ,good
you think I don't care about you,bad
You think I want to hurt you,violent
You think I'm a fool,violent
You think I'm a piece of shit,violent
You think I'm a servant,violent
you think I'm a stooge,violent
you think I'm crazy,violent
you think I'm gonna guess,bad
You think I'm gonna love you if you're that fat?,very violent
you think I'm horrible,violent
you think I'm not capable,violent
you think I'm paranoid,violent
you think I'm stupid,violent
you think I'm talking nonsense,violent
You think I'm the biggest asshole in the world,violent
You think I'm your bitch,violent
you think I'm your slave,violent
You think it's easy,bad
You think there's only money in life,violent
You think too much,bad
"You think with your abilities you can do it, but you never will.",very violent
You think you are alone in the family. ,violent
You think you are something you are not,very violent
You think you can do anything,violent
"You think you can do things better than I can, but you don't have my experience.",very violent
You think you can do whatever you want...,violent
"You think you can match me, but you're not even close.",very violent
You think you can understand these things when they are totally out of your reach.,very violent
you think you know everything,violent
You think you understand but in reality you are far from grasping all the subtleties like I do.,violent
you think you'll get away with it?,very violent
You think you're all powerful,violent
You think you're alone in the world,violent
you think you're funny but you have no sense of humor,very violent
You think you're God,violent
You think you're gonna go out dressed like that?,bad
"You think you're good, but in reality you're way below the rest.",very violent
You think you're great maybe?,violent
You think you're smart but in fact you're just a fool.,very violent
You think you're smart?,violent
You think you're the strongest maybe?,violent
You thought you could decide everything?,violent
You tire everyone,very violent
you took me for a sucker,violent
You totaly failed to achieve your goals.,very violent
you treat me badly,bad
you treat me like shit,violent
You treat me like shit,violent
you treated me worse than shit,violent
You try to defeat me,violent
You try to devalue me in the eyes of others.,violent
You try to make me believe in nonsense,violent
You try to take me by surprise,bad
You try to trick me,violent
you understand everything wrong,violent
You use me for your own purposes,violent
You used me.,violent
You want a tissue maybe?,very violent
You want me to kill myself,very violent
you want me to leave,violent
You want to do too many things at once,bad
You want to hurt me.,violent
You want to ruin my life,very violent
You want to tell me that you feel upset because you would have liked to have had a sign from me that I have proven myself to have problems with the process?,good
You want to try and spend some time together?,good
You want too much attention.,violent
You waste my time,violent
You waste too much time,violent
You went well above and beyond our expectations.,good
You were 1.5 hours late to the meeting,good
You were born with a golden spoon in your mouth,very violent
You were not present at the last meeting,good
You were the last to arrive every day this week,good
you were wrong,violent
you weren't hard to convince,bad
you who are crazy,very violent
You will be alone all your life.,very violent
you will be looked down,violent
You will be punished for it,very violent
"You will end up alone, with no one to love you.",violent
You will find attached the document for next week.,good
You will never love me.,violent
you will never make it,bad
You work like a robot,bad
You work too much,bad
You worry too much,bad
You worry too much about things,bad
You worry too much about what people think of you,bad
You would probably like that,good
You wouldn't be able to cook,bad
You wouldn't have lasted long with us,bad
"You, sir, are maggot bits",very violent
"You, you didn't invent the butterfly thread...",very violent
"You, you still don't get it",very violent
"You, you'll kindly stop breaking my balls before I slap you...",very violent
You’d like me to know that what you want is what all parents want for their children?,good
You’d like more Americans to be aware of the enormity of the suffering here and to look more deeply at the consequences of our political actions?,good
You’ll be happy to hear that we were selected.,good
You’ll find the report attached.,good
"You’re an arrogant wanker, so go to hell",very violent
You’re disgusting.,violent
You’re going to get hurt if you don’t do what I say.,violent
You’re gonna get a lesson.,violent
You’re so selfish.,violent
You’re the one who is really self-centered.,violent
You’re the one who started all this in the first place.,violent
You’ve got no reason to cry.,violent
You’ve never thought about another human being besides yourself!,violent
You'd be lost if it wasn't for me,violent
You'd better show respect for my privacy.,violent
You'll be out of here in no time...,violent
you'll end up like him,violent
you'll get it in your ass next,very violent
"You'll never be good enough to pass me, let it go.",violent
You'll never change,violent
you'll never get anywhere,violent
You'll never get anywhere in life,violent
You'll never get anywhere in life,very violent
You'll never make it,violent
you'll never make it,very violent
You'll never make it.,very violent
You'll never understand,violent
You'll never win under these conditions.,violent
You'll see if your back still hurts when you take my fist in the face...,violent
"You'll see one day, when I've had enough of you, what I'll do...",violent
You'll see what happens,violent
You'll start by calming down,violent
You'll thank me later,violent
Your anger is hurting our relationship,violent
Your attitude stinks,very violent
your bad company,violent
Your behavior is really annoying.,violent
Your behavior is unacceptable,violent
Your breath stinks,violent
Your cock is bigger than my previous partners.,good
"Your diligence, self-motivation as well as dedication have been a source of inspiration for the rest of the team.",acceptable positive
Your doctor said you shouldn't be in the sun too long.,good
your document is full of mistakes,violent
Your dog just made a mess on my lawn.,violent
Your drawing is ugly...,violent
Your experience and expertise were of immense help in the timely completion of the project.,good
Your explanations are really boring,violent
your feelings don't matter,violent
your hair is a mess,violent
Your hard work and determination were paid off and we are truly grateful.,acceptable positive
